species_key,common_name,scientific_name,entry_type,category_slug,output_filename,prompt,negative_prompt,metadata_license,notes
skunk-loach_species,Skunk Loach,Yasuhikotakia morleti,species,loach,skunk-loach_species.jpg,"Realistic aquarium photograph style image of a Skunk Loach fish (Yasuhikotakia morleti), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
hillstream-loach_species,Hillstream Loach,Beaufortia leveretti,species,loach,hillstream-loach_species.jpg,"Realistic aquarium photograph style image of a Hillstream Loach fish (Beaufortia leveretti), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
reticulated-hillstream-loach_species,Reticulated Hillstream Loach,Sewellia lineolata,species,loach,reticulated-hillstream-loach_species.jpg,"Realistic aquarium photograph style image of a Reticulated Hillstream Loach fish (Sewellia lineolata), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
horseface-loach_species,Horseface Loach,Acantopsis dialuzona,species,loach,horseface-loach_species.jpg,"Realistic aquarium photograph style image of a Horseface Loach fish (Acantopsis dialuzona), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
weather-loach_species,Weather Loach,Misgurnus anguillicaudatus,species,loach,weather-loach_species.jpg,"Realistic aquarium photograph style image of a Weather Loach fish (Misgurnus anguillicaudatus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
malaysian-golden-arowana_morph,Malaysian Golden Arowana,Scleropages formosus,morph,arowana,malaysian-golden-arowana_morph.jpg,"Realistic aquarium photograph style illustrative placeholder of a Malaysian Golden Arowana (Scleropages formosus), side profile, visible traits: gold, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
red-arowana_morph,Red Arowana,Scleropages formosus,morph,arowana,red-arowana_morph.jpg,"Realistic aquarium photograph style illustrative placeholder of a Red Arowana (Scleropages formosus), side profile, visible traits: red, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
green-arowana_morph,Green Arowana,Scleropages formosus,morph,arowana,green-arowana_morph.jpg,"Realistic aquarium photograph style illustrative placeholder of a Green Arowana (Scleropages formosus), side profile, visible traits: green, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
black-arowana_species,Black Arowana,Osteoglossum ferreirai,species,arowana,black-arowana_species.jpg,"Realistic aquarium photograph style image of a Black Arowana fish (Osteoglossum ferreirai), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
jardini-arowana_species,Jardini Arowana,Scleropages jardini,species,arowana,jardini-arowana_species.jpg,"Realistic aquarium photograph style image of a Jardini Arowana fish (Scleropages jardini), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
senegal-bichir_species,Senegal Bichir,Polypterus senegalus,species,river-monster-fish,senegal-bichir_species.jpg,"Realistic aquarium photograph style image of a Senegal Bichir fish (Polypterus senegalus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
ornate-bichir_species,Ornate Bichir,Polypterus ornatipinnis,species,river-monster-fish,ornate-bichir_species.jpg,"Realistic aquarium photograph style image of a Ornate Bichir fish (Polypterus ornatipinnis), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
delhezi-bichir_species,Delhezi Bichir,Polypterus delhezi,species,river-monster-fish,delhezi-bichir_species.jpg,"Realistic aquarium photograph style image of a Delhezi Bichir fish (Polypterus delhezi), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
endlicheri-bichir_species,Endlicheri Bichir,Polypterus endlicheri,species,river-monster-fish,endlicheri-bichir_species.jpg,"Realistic aquarium photograph style image of a Endlicheri Bichir fish (Polypterus endlicheri), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
rope-fish_species,Rope Fish,Erpetoichthys calabaricus,species,river-monster-fish,rope-fish_species.jpg,"Realistic aquarium photograph style image of a Rope Fish fish (Erpetoichthys calabaricus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
clown-knifefish_species,Clown Knifefish,Chitala ornata,species,river-monster-fish,clown-knifefish_species.jpg,"Realistic aquarium photograph style image of a Clown Knifefish fish (Chitala ornata), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
black-ghost-knifefish_species,Black Ghost Knifefish,Apteronotus albifrons,species,river-monster-fish,black-ghost-knifefish_species.jpg,"Realistic aquarium photograph style image of a Black Ghost Knifefish fish (Apteronotus albifrons), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
fire-eel_species,Fire Eel,Mastacembelus erythrotaenia,species,river-monster-fish,fire-eel_species.jpg,"Realistic aquarium photograph style image of a Fire Eel fish (Mastacembelus erythrotaenia), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
peacock-eel_species,Peacock Eel,Macrognathus siamensis,species,river-monster-fish,peacock-eel_species.jpg,"Realistic aquarium photograph style image of a Peacock Eel fish (Macrognathus siamensis), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
spotted-gar_species,Spotted Gar,Lepisosteus oculatus,species,river-monster-fish,spotted-gar_species.jpg,"Realistic aquarium photograph style image of a Spotted Gar fish (Lepisosteus oculatus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
florida-gar_species,Florida Gar,Lepisosteus platyrhincus,species,river-monster-fish,florida-gar_species.jpg,"Realistic aquarium photograph style image of a Florida Gar fish (Lepisosteus platyrhincus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
tiger-datnoid_species,Tiger Datnoid,Datnioides microlepis,species,river-monster-fish,tiger-datnoid_species.jpg,"Realistic aquarium photograph style image of a Tiger Datnoid fish (Datnioides microlepis), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
comet-goldfish_variety,Comet Goldfish,Carassius auratus,variety,goldfish,comet-goldfish_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Comet Goldfish (Carassius auratus), side profile, visible traits: gold, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
shubunkin-goldfish_variety,Shubunkin Goldfish,Carassius auratus,variety,goldfish,shubunkin-goldfish_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Shubunkin Goldfish (Carassius auratus), side profile, visible traits: gold, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
fantail-goldfish_variety,Fantail Goldfish,Carassius auratus,variety,goldfish,fantail-goldfish_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Fantail Goldfish (Carassius auratus), side profile, visible traits: gold, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
oranda-goldfish_variety,Oranda Goldfish,Carassius auratus,variety,goldfish,oranda-goldfish_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Oranda Goldfish (Carassius auratus), side profile, visible traits: gold, rounded wen head growth, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
ranchu-goldfish_variety,Ranchu Goldfish,Carassius auratus,variety,goldfish,ranchu-goldfish_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Ranchu Goldfish (Carassius auratus), side profile, visible traits: gold, dorsal-less fancy goldfish profile, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
ryukin-goldfish_variety,Ryukin Goldfish,Carassius auratus,variety,goldfish,ryukin-goldfish_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Ryukin Goldfish (Carassius auratus), side profile, visible traits: gold, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
telescope-goldfish_variety,Telescope Goldfish,Carassius auratus,variety,goldfish,telescope-goldfish_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Telescope Goldfish (Carassius auratus), side profile, visible traits: gold, prominent telescope eyes, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
black-moor-goldfish_variety,Black Moor Goldfish,Carassius auratus,variety,goldfish,black-moor-goldfish_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Black Moor Goldfish (Carassius auratus), side profile, visible traits: black, gold, prominent telescope eyes, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
pearlscale-goldfish_variety,Pearlscale Goldfish,Carassius auratus,variety,goldfish,pearlscale-goldfish_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Pearlscale Goldfish (Carassius auratus), side profile, visible traits: gold, pearl, rounded body with pearl-like scales, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
lionhead-goldfish_variety,Lionhead Goldfish,Carassius auratus,variety,goldfish,lionhead-goldfish_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Lionhead Goldfish (Carassius auratus), side profile, visible traits: gold, dorsal-less fancy goldfish profile, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
bubble-eye-goldfish_variety,Bubble Eye Goldfish,Carassius auratus,variety,goldfish,bubble-eye-goldfish_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Bubble Eye Goldfish (Carassius auratus), side profile, visible traits: gold, delicate fluid eye sacs, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
celestial-eye-goldfish_variety,Celestial Eye Goldfish,Carassius auratus,variety,goldfish,celestial-eye-goldfish_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Celestial Eye Goldfish (Carassius auratus), side profile, visible traits: gold, upward-facing eyes, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
kohaku-koi_variety,Kohaku Koi,Cyprinus rubrofuscus,variety,koi,kohaku-koi_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Kohaku Koi (Cyprinus rubrofuscus), side profile, visible traits: koi-like mottled color pattern, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
sanke-koi_variety,Sanke Koi,Cyprinus rubrofuscus,variety,koi,sanke-koi_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Sanke Koi (Cyprinus rubrofuscus), side profile, visible traits: koi-like mottled color pattern, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
showa-koi_variety,Showa Koi,Cyprinus rubrofuscus,variety,koi,showa-koi_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Showa Koi (Cyprinus rubrofuscus), side profile, visible traits: koi-like mottled color pattern, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
ogon-koi_variety,Ogon Koi,Cyprinus rubrofuscus,variety,koi,ogon-koi_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Ogon Koi (Cyprinus rubrofuscus), side profile, visible traits: koi-like mottled color pattern, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
chagoi-koi_variety,Chagoi Koi,Cyprinus rubrofuscus,variety,koi,chagoi-koi_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Chagoi Koi (Cyprinus rubrofuscus), side profile, visible traits: koi-like mottled color pattern, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
shusui-koi_variety,Shusui Koi,Cyprinus rubrofuscus,variety,koi,shusui-koi_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Shusui Koi (Cyprinus rubrofuscus), side profile, visible traits: koi-like mottled color pattern, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
asagi-koi_variety,Asagi Koi,Cyprinus rubrofuscus,variety,koi,asagi-koi_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Asagi Koi (Cyprinus rubrofuscus), side profile, visible traits: koi-like mottled color pattern, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
utsuri-koi_variety,Utsuri Koi,Cyprinus rubrofuscus,variety,koi,utsuri-koi_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Utsuri Koi (Cyprinus rubrofuscus), side profile, visible traits: koi-like mottled color pattern, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
blue-devil-damselfish_species,Blue Devil Damselfish,Chrysiptera cyanea,species,marine-fish,blue-devil-damselfish_species.jpg,"Realistic aquarium photograph style image of a Blue Devil Damselfish fish (Chrysiptera cyanea), side profile, species-representative appearance, clean marine aquarium background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
yellowtail-damselfish_species,Yellowtail Damselfish,Chrysiptera parasema,species,marine-fish,yellowtail-damselfish_species.jpg,"Realistic aquarium photograph style image of a Yellowtail Damselfish fish (Chrysiptera parasema), side profile, species-representative appearance, clean marine aquarium background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
pajama-cardinalfish_species,Pajama Cardinalfish,Sphaeramia nematoptera,species,marine-fish,pajama-cardinalfish_species.jpg,"Realistic aquarium photograph style image of a Pajama Cardinalfish fish (Sphaeramia nematoptera), side profile, species-representative appearance, clean marine aquarium background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
royal-gramma_species,Royal Gramma,Gramma loreto,species,marine-fish,royal-gramma_species.jpg,"Realistic aquarium photograph style image of a Royal Gramma fish (Gramma loreto), side profile, species-representative appearance, clean marine aquarium background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
cleaner-wrasse_species,Cleaner Wrasse,Labroides dimidiatus,species,marine-fish,cleaner-wrasse_species.jpg,"Realistic aquarium photograph style image of a Cleaner Wrasse fish (Labroides dimidiatus), side profile, species-representative appearance, clean marine aquarium background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
six-line-wrasse_species,Six Line Wrasse,Pseudocheilinus hexataenia,species,marine-fish,six-line-wrasse_species.jpg,"Realistic aquarium photograph style image of a Six Line Wrasse fish (Pseudocheilinus hexataenia), side profile, species-representative appearance, clean marine aquarium background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
flame-angelfish_species,Flame Angelfish,Centropyge loriculus,species,marine-fish,flame-angelfish_species.jpg,"Realistic aquarium photograph style image of a Flame Angelfish fish (Centropyge loriculus), side profile, species-representative appearance, clean marine aquarium background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
coral-beauty-angelfish_species,Coral Beauty Angelfish,Centropyge bispinosa,species,marine-fish,coral-beauty-angelfish_species.jpg,"Realistic aquarium photograph style image of a Coral Beauty Angelfish fish (Centropyge bispinosa), side profile, species-representative appearance, clean marine aquarium background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
yellow-watchman-goby_species,Yellow Watchman Goby,Cryptocentrus cinctus,species,marine-fish,yellow-watchman-goby_species.jpg,"Realistic aquarium photograph style image of a Yellow Watchman Goby fish (Cryptocentrus cinctus), side profile, species-representative appearance, clean marine aquarium background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
forest-snakehead_species,Forest Snakehead,Channa lucius,species,snakehead,forest-snakehead_species.jpg,"Realistic aquarium photograph style image of a Forest Snakehead fish (Channa lucius), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
dwarf-snakehead_species,Dwarf Snakehead,Channa gachua,species,snakehead,dwarf-snakehead_species.jpg,"Realistic aquarium photograph style image of a Dwarf Snakehead fish (Channa gachua), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
bleheri-snakehead_species,Bleheri Snakehead,Channa bleheri,species,snakehead,bleheri-snakehead_species.jpg,"Realistic aquarium photograph style image of a Bleheri Snakehead fish (Channa bleheri), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
barca-snakehead_species,Barca Snakehead,Channa barca,species,snakehead,barca-snakehead_species.jpg,"Realistic aquarium photograph style image of a Barca Snakehead fish (Channa barca), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
stewartii-snakehead_species,Stewartii Snakehead,Channa stewartii,species,snakehead,stewartii-snakehead_species.jpg,"Realistic aquarium photograph style image of a Stewartii Snakehead fish (Channa stewartii), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
aurantimaculata-snakehead_species,Aurantimaculata Snakehead,Channa aurantimaculata,species,snakehead,aurantimaculata-snakehead_species.jpg,"Realistic aquarium photograph style image of a Aurantimaculata Snakehead fish (Channa aurantimaculata), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
